Book Name,Author,Description,Listening Time,Ranks and Genre,Number of Reviews,Rating,Price
Perfume: The Story of a Murderer,Patrick Suskind,A downloadable audiobook edition of the modern classic Perfume read by Sean Barrett.,-1,-1,1189.0,4.4,683.0
"Peril at Granite Peak: Hardy Boys Adventures, Book 5",Franklin W. Dixon,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,31.0,4.45,305.0
"Period Repair Manual: Natural Treatment for Better Hormones and Better Periods, 2nd Edition",Lara Briden ND,,Unknown,Unknown,878.0,4.8,703.0
Permanent Record,Edward Snowden,"Edward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down.",11 hours and 31 minutes,",#191 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biographies of Activists,#1 in Biographies of Politicians,#2 in Privacy & Surveillance Studies",4937.0,4.6,323.0
Permission to Screw Up: How I Learned to Lead by Doing (Almost) Everything Wrong,Kristen Hadeed,,Unknown,Unknown,102.0,4.8,879.0
Personal History,Katharine Graham,,Unknown,Unknown,298.0,4.5,1759.0
Personal Mastery,Satheesh Gopalan,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,238.0,0.0,305.0
Personality Isn't Permanent: Break Free from Self-Limiting Beliefs and Rewrite Your Story,Benjamin Hardy,,Unknown,Unknown,343.0,4.8,879.0
"Persuader: Jack Reacher, Book 7",Lee Child,,Unknown,Unknown,4127.0,4.6,1093.0
Persuasion,Jane Austen,,Unknown,Unknown,1667.0,4.2,836.0
Peter Lundt 1-4,Arne Sommer,,Unknown,Unknown,238.0,0.0,0.0
Peter Pan,J. M. Barrie,,Unknown,Unknown,1284.0,4.4,501.0
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,"Neuroscientist V. S. Ramachandran is internationally renowned for uncovering answers to the deep and quirky questions of human nature that few scientists have dared to address. His bold insights about the brain are matched only by the stunning simplicity of his experiments - using such low-tech tools such as cotton swabs, glasses of water, and dime-store mirrors.",10 hours and 47 minutes,",#820 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Philosophy & Science,#7 in Neuroscience & Neuropsychology,#11 in Physical Illness & Disease",241.0,4.6,1055.0
Phenomenology of Spirit,David DeVries,,Unknown,Unknown,136.0,4.5,1338.0
Philosophers: Their Lives and Works,Simon Blackburn,"An illuminating celebration of more than 80 of the world's most important thinkers, this audiobook explores the fascinating stories of their lives, their loves and their pioneering ideas.",18 hours and 14 minutes,",#4,557 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Philosopher Biographies,#94 in History of Ideas,#3,393 in Society & Culture (Books)",35.0,4.4,888.0
Philosophia Ultima: The Upanishadic Universal Vision of Totality,Osho,,Unknown,Unknown,1.0,5.0,569.0
Philosophical Foundations for a Christian Worldview: 2nd Edition,J. P. Moreland,,Unknown,Unknown,47.0,4.8,1055.0
Philosophy and the Law: How Judges Reason,Professor Stephen Mathis,,Unknown,Unknown,238.0,0.0,1673.0
Philosophy: A Very Short Introduction,Edward Craig,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,137.0,4.4,539.0
Pied Piper,Nevil Shute,"John Howard is determined to brighten up his old age by taking a fishing trip to France, but during his stay the Nazis invade. Howard must try to escape back to England with the two small children of some friends who are forced to stay behind in order to help the Allied war effort. As the conflict grows closer, the roads become impassable and Howard also comes across five more children who need his help. He ends up leading this motley group of youngsters through the French countryside, constantly beset by danger yet heroically protecting his charges.",8 hours and 44 minutes,",#1,942 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#99 in Classic Literature,#120 in Literary Fiction,#1,895 in Classic Fiction (Books)",333.0,4.6,721.0
Pigs Have Wings,P. G. Wodehouse,,Unknown,Unknown,58.0,4.4,569.0
"Pilgrim's Progress: Updated, Modern English",John Bunyan,,Unknown,Unknown,238.0,0.0,836.0
Pines,Blake Crouch,,Unknown,Unknown,6013.0,4.2,603.0
Plato's Symposium,Plato,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,128.0,4.3,351.0
"Plato, Socrates, and the Dialogues",Michael Sugrue,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,238.0,0.0,1171.0
Plato: A Very Short Introduction,Julia Annas,,Unknown,Unknown,30.0,4.2,233.0
"Play Bigger: How Pirates, Dreamers and Innovators Create and Dominate Markets",Al Ramadan,The how-to playbook for start-ups and established companies on a groundbreaking discipline called category design.,8 hours and 7 minutes,",#4,037 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Investing Analysis & Strategy,#6,671 in Analysis & Strategy",127.0,4.4,1063.0
Playful Parenting,Lawrence J. Cohen Ph.D.,,Unknown,Unknown,296.0,4.7,836.0
Playing for Keeps,Kendall Ryan,,Unknown,Unknown,470.0,4.5,1003.0
Playing for Keeps,R. L. Mathewson,"Done with being the world's biggest pushover, Haley decides that things are going to change starting with the aggravating neighbor who has too much charm and not enough restraint. What she didn't expect was to be sucked into his world, but Haley has a game plan and she won't let herself forget just what the bad boy next door is capable of.",7 hours and 33 minutes,",#4,617 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Erotic Romance,#171 in Contemporary Romance (Audible Audiobooks & Originals),#8,125 in Crime, Thriller & Mystery (Books)",1706.0,4.4,668.0
Playing to Win: How Strategy Really Works,Roger L. Martin,,Unknown,Unknown,571.0,4.5,601.0
"Pleased to Meet Me: Genes, Germs, and the Curious Forces That Make Us Who We Are",Bill Sullivan,,Unknown,Unknown,158.0,4.4,820.0
Poems by Emily Dickinson,Emily Dickinson,,Unknown,Unknown,261.0,4.3,501.0
Poirot Investigates (AmazonClassics Edition),Agatha Christie,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,350.0,4.5,844.0
Poirot's Finest Cases: Eight Full-Cast BBC Radio Dramatisations,Agatha Christie,John Moffatt stars as the Belgian detective Hercule Poirot.,15 hours and 37 minutes,",            5 star,          ,            ,              81%,            ,",27.0,4.8,1093.0
Politics,Aristotle,"Aristotle's Politics is a work of political philosophy. The end of Aristotle’s Nicomachean Ethics declared that the inquiry into ethics necessarily follows into politics, and the two works are frequently considered to be parts of a larger treatise, or perhaps connected lectures, dealing with the philosophy of human affairs.",8 hours and 19 minutes,",#2,383 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#27 in Political Science (Audible Audiobooks & Originals),#86 in Social Sciences (Audible Audiobooks & Originals),#119 in Philosophy (Audible Audiobooks & Originals)",13.0,4.7,266.0
Pollyanna,Eleanor H. Porter,,Unknown,Unknown,954.0,4.6,478.0
Pompeii,Robert Harris,,Unknown,Unknown,1021.0,4.5,752.0
Poonachi: Or the Story of a Black Goat,Perumal Murugan,"Through a seeming act of providence, an old couple receives a day-old female goat kid as a gift from the cosmos. Thus begins the story of Poonachi, the little orphan goat.",4 hours and 58 minutes,",#1,692 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Animal Fiction,#104 in Literary Fiction,#9,161 in Literature & Fiction (Books)",310.0,4.6,501.0
Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,,Unknown,Unknown,1158.0,4.5,820.0
Popular: Why Being Liked Is the Secret to Greater Success and Happiness,Mitch Prinstein,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,6.0,4.1,752.0
"Porn Addiction Hypnosis: Break the Hold Porn Has On You, Using Hypnosis",Hypnosis Live,"Porn Addiction - Break the Hold Porn Has On You, Using Hypnosis",41 minutes,",#4,314 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#17 in Self-Hypnosis,#9,013 in Personal Development & Self-Help",238.0,0.0,493.0
"Positive Discipline Parenting Tools: The 49 Most Effective Methods to Stop Power Struggles, Build Communication, and Raise Empowered, Capable Kids",Jane Nelsen Ed.D.,"Do you wish there was a way to raise well-behaved children without punishment? Are you afraid the only alternative is being overly indulgent? With Positive Discipline, an encouragement model based on both kindness and firmness, you don't have to choose between these two extremes. Using these 49 Positive Discipline tools honed and perfected after years of real-world research and feedback, you'll be able to work with your children instead of against them.",11 hours and 28 minutes,",#3,979 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Conflict Management,#16 in Child Psychology,#57 in Parenting",45.0,4.8,1005.0
"Positive Discipline: The Classic Guide to Helping Children Develop Self-Discipline, Responsibility, Cooperation, and Problem-Solving Skills",Jane Nelsen EdD,,Unknown,Unknown,450.0,4.7,836.0
Possession: A Romance,A. S. Byatt,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,267.0,4.1,987.0
Post Office: A Novel,Charles Bukowski,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,844.0,4.5,8895.0
Postwar: A History of Europe Since 1945,Tony Judt,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,331.0,4.6,1093.0
"Potty Training for Boys in Three Days: Step-by-Step Guide to Get Your Toddler Diaper Free: Baby Training for Modern Parents, Volume 1",Samantha Kimell,,Unknown,Unknown,9.0,4.3,501.0
Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time,Eric Conger,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,377.0,4.6,398.0
Powder and Patch,Georgette Heyer,"A historical romance set in London, a small English town, and Paris. Remarkably well-crafted, with nuanced male and female characters, this book launched Georgette's 53-book best-selling career.",5 hours and 30 minutes,",#4,272 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Erotic Romance,#14 in Regency Romance,#230 in Classic Literature",146.0,4.4,93.0
Power Base Selling: Secrets of an Ivy League Street Fighter,Jim Holden,,Unknown,Unknown,17.0,4.3,668.0
